study_accession;first_public;study_title;project_name;run_accession;sample_accession;sample_title;sample_description;library_name;library_selection;library_source;library_strategy;library_construction_protocol;library_layout;rna_integrity_num;instrument_platform;rt_prep_protocol;cell_line;cell_type;tissue_lib;tissue_type;host_phenotype;isolate;age;host_body_site;description;note;origin;Gtex;; 
PRJEB14688;06/01/2017;RNASeq of musculoskeletal ageing using human mesenchymal stem cells and their tissue constructs;RNASeq of musculoskeletal ageing using human mesenchymal stem cells and their tissue constructs;ERR1514473;SAMEA4062971;Sample 7;Protocols: MScs purchased from young and old human donors miRNAeasy kit for RNA extraction Total RNA samples were ribosomal RNA depleted using the Human, mouse, rat low inputRibozero kit from Epicentre. 1ug of RNA (or the max amount available) was mixed with the low input kit baits and allowed to anneal. This was then mixed with the magnetic microspheres which bind the ribosomal complexes and subsequently pulled out with a magnet. The remaining RNA was purified with RNA clean beads and analysed with the Agilent Bioanalyser with a RNA pico chip. Recovery was generally less than 1% of the original starting material. All of this material was used in the script seq reaction (Epicentre). Samples were denatured and annealed to cDNA primers and cDNA was generated. This was amplified with indexed primers for 15 cycles to make the library for sequencing. Libraries were checked on the Agilent Bioanalyser with a High sensitivity chip and quantities determined with Qubit DNA High sensitivity reagents.;Sample 7_p;PCR;TRANSCRIPTOMIC;RNA-Seq;MScs purchased from young and old human donors miRNAeasy kit for RNA extraction Total RNA samples were ribosomal RNA depleted using the Human, mouse, rat low inputRibozero kit from Epicentre. 1ug of RNA (or the max amount available) was mixed with the low input kit baits and allowed to anneal. This was then mixed with the magnetic microspheres which bind the ribosomal complexes and subsequently pulled out with a magnet. The remaining RNA was purified with RNA clean beads and analysed with the Agilent Bioanalyser with a RNA pico chip. Recovery was generally less than 1% of the original starting material. All of this material was used in the script seq reaction (Epicentre). Samples were denatured and annealed to cDNA primers and cDNA was generated. This was amplified with indexed primers for 15 cycles to make the library for sequencing. Libraries were checked on the Agilent Bioanalyser with a High sensitivity chip and quantities determined with Qubit DNA High sensitivity reagents.;PAIRED;;ILLUMINA;;;osteocyte;;;;;;;Illumina HiSeq 2000 paired end sequencing: RNASeq of musculoskeletal ageing using human mesenchymal stem cells and their tissue constructs;some aged donors;;Bone - Osteocyte;;
PRJEB14688;06/01/2017;RNASeq of musculoskeletal ageing using human mesenchymal stem cells and their tissue constructs;RNASeq of musculoskeletal ageing using human mesenchymal stem cells and their tissue constructs;ERR1514474;SAMEA4062972;Sample 8;Protocols: MScs purchased from young and old human donors miRNAeasy kit for RNA extraction Total RNA samples were ribosomal RNA depleted using the Human, mouse, rat low inputRibozero kit from Epicentre. 1ug of RNA (or the max amount available) was mixed with the low input kit baits and allowed to anneal. This was then mixed with the magnetic microspheres which bind the ribosomal complexes and subsequently pulled out with a magnet. The remaining RNA was purified with RNA clean beads and analysed with the Agilent Bioanalyser with a RNA pico chip. Recovery was generally less than 1% of the original starting material. All of this material was used in the script seq reaction (Epicentre). Samples were denatured and annealed to cDNA primers and cDNA was generated. This was amplified with indexed primers for 15 cycles to make the library for sequencing. Libraries were checked on the Agilent Bioanalyser with a High sensitivity chip and quantities determined with Qubit DNA High sensitivity reagents.;Sample 8_p;PCR;TRANSCRIPTOMIC;RNA-Seq;MScs purchased from young and old human donors miRNAeasy kit for RNA extraction Total RNA samples were ribosomal RNA depleted using the Human, mouse, rat low inputRibozero kit from Epicentre. 1ug of RNA (or the max amount available) was mixed with the low input kit baits and allowed to anneal. This was then mixed with the magnetic microspheres which bind the ribosomal complexes and subsequently pulled out with a magnet. The remaining RNA was purified with RNA clean beads and analysed with the Agilent Bioanalyser with a RNA pico chip. Recovery was generally less than 1% of the original starting material. All of this material was used in the script seq reaction (Epicentre). Samples were denatured and annealed to cDNA primers and cDNA was generated. This was amplified with indexed primers for 15 cycles to make the library for sequencing. Libraries were checked on the Agilent Bioanalyser with a High sensitivity chip and quantities determined with Qubit DNA High sensitivity reagents.;PAIRED;;ILLUMINA;;;osteocyte;;;;;;;Illumina HiSeq 2000 paired end sequencing: RNASeq of musculoskeletal ageing using human mesenchymal stem cells and their tissue constructs;some aged donors;;Bone - Osteocyte;;
PRJEB14688;06/01/2017;RNASeq of musculoskeletal ageing using human mesenchymal stem cells and their tissue constructs;RNASeq of musculoskeletal ageing using human mesenchymal stem cells and their tissue constructs;ERR1514470;SAMEA4062968;Sample 4;Protocols: MScs purchased from young and old human donors miRNAeasy kit for RNA extraction Total RNA samples were ribosomal RNA depleted using the Human, mouse, rat low inputRibozero kit from Epicentre. 1ug of RNA (or the max amount available) was mixed with the low input kit baits and allowed to anneal. This was then mixed with the magnetic microspheres which bind the ribosomal complexes and subsequently pulled out with a magnet. The remaining RNA was purified with RNA clean beads and analysed with the Agilent Bioanalyser with a RNA pico chip. Recovery was generally less than 1% of the original starting material. All of this material was used in the script seq reaction (Epicentre). Samples were denatured and annealed to cDNA primers and cDNA was generated. This was amplified with indexed primers for 15 cycles to make the library for sequencing. Libraries were checked on the Agilent Bioanalyser with a High sensitivity chip and quantities determined with Qubit DNA High sensitivity reagents.;Sample 4_p;PCR;TRANSCRIPTOMIC;RNA-Seq;MScs purchased from young and old human donors miRNAeasy kit for RNA extraction Total RNA samples were ribosomal RNA depleted using the Human, mouse, rat low inputRibozero kit from Epicentre. 1ug of RNA (or the max amount available) was mixed with the low input kit baits and allowed to anneal. This was then mixed with the magnetic microspheres which bind the ribosomal complexes and subsequently pulled out with a magnet. The remaining RNA was purified with RNA clean beads and analysed with the Agilent Bioanalyser with a RNA pico chip. Recovery was generally less than 1% of the original starting material. All of this material was used in the script seq reaction (Epicentre). Samples were denatured and annealed to cDNA primers and cDNA was generated. This was amplified with indexed primers for 15 cycles to make the library for sequencing. Libraries were checked on the Agilent Bioanalyser with a High sensitivity chip and quantities determined with Qubit DNA High sensitivity reagents.;PAIRED;;ILLUMINA;;;osteocyte;;;;;;;Illumina HiSeq 2000 paired end sequencing: RNASeq of musculoskeletal ageing using human mesenchymal stem cells and their tissue constructs;some aged donors;;Bone - Osteocyte;;
PRJEB21619;04/07/2017;Intergenic Disease-associated Regions are Abundant in Novel Regulatory Transcripts;Intergenic Disease-associated Regions are Abundant in Novel Regulatory Transcripts;ERR2022828;SAMEA104150459;Brain;Protocols: Normal human tissue RNA was obtained from the FirstChoice Tissue Panel (Ambion AM6000) and Human Breast Total RNA (Ambion AM6952). Melanoma RNA was obtained from patient cell lines, including 3 originating from metastasized stage IV melanoma (A-series) and 10 originating from resected lymph nodes from patients with stage 3 disease (C-series. RNA was extracted with RNeasy columns (Qiagen). RNA was extracted with RNeasy columns (Qiagen). RNA was DNAse treated with TurboDNase (Life Technologies), confirmed DNA-free, RNA integrity was confirmed by Agilent 2100 Bioanalyzer (Agilent Technologies). rRNA depletion (Ribo-Zero™ (Epicentre)) was performed on 5μg of total RNA. ERCC RNA Spike-In Control mix 1 or mix 2 (Life Technologies) were added to ribodepleted RNA to a final dilution of 1/100. Libraries were prepared with the TruSeq Stranded mRNA Sample Preparation Kit (Illumina) and 9-12 cycles of pre-capture LM-PCR performed as required. Multiplex library pools were created by mixing equal amounts of 5 pre-capture sample libraries and capture hybridization performed on 1 μg of the pooled library. Melanoma A-series samples were each randomly assigned to one of three capture hybridizations to ensure any expression differences between the A and C-series samples were not due to an A-series batch effect. Post-capture LMPCR was performed for 17 cycles.;Brain_p;RANDOM PCR;TRANSCRIPTOMIC;RNA-Seq;Normal human tissue RNA was obtained from the FirstChoice Tissue Panel (Ambion AM6000) and Human Breast Total RNA (Ambion AM6952). Melanoma RNA was obtained from patient cell lines, including 3 originating from metastasized stage IV melanoma (A-series) and 10 originating from resected lymph nodes from patients with stage 3 disease (C-series. RNA was extracted with RNeasy columns (Qiagen). RNA was extracted with RNeasy columns (Qiagen). RNA was DNAse treated with TurboDNase (Life Technologies), confirmed DNA-free, RNA integrity was confirmed by Agilent 2100 Bioanalyzer (Agilent Technologies). rRNA depletion (Ribo-Zero™ (Epicentre)) was performed on 5μg of total RNA. ERCC RNA Spike-In Control mix 1 or mix 2 (Life Technologies) were added to ribodepleted RNA to a final dilution of 1/100. Libraries were prepared with the TruSeq Stranded mRNA Sample Preparation Kit (Illumina) and 9-12 cycles of pre-capture LM-PCR performed as required. Multiplex library pools were created by mixing equal amounts of 5 pre-capture sample libraries and capture hybridization performed on 1 μg of the pooled library. Melanoma A-series samples were each randomly assigned to one of three capture hybridizations to ensure any expression differences between the A and C-series samples were not due to an A-series batch effect. Post-capture LMPCR was performed for 17 cycles.;PAIRED;;ILLUMINA;;;;;;;;;;Illumina HiSeq 2000 paired end sequencing: Intergenic Disease-associated Regions are Abundant in Novel Regulatory Transcripts;;;Brain;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927134;SAMN15104809;Lateral amygdala, S3, RNAseq;Lateral amygdala, S3, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591815: Lateral amygdala, S3, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927136;SAMN15104807;Lateral amygdala, S5, RNAseq;Lateral amygdala, S5, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591817: Lateral amygdala, S5, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927139;SAMN15104804;Lateral amygdala, S8, RNAseq;Lateral amygdala, S8, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591820: Lateral amygdala, S8, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927143;SAMN15104800;Lateral amygdala, S12, RNAseq;Lateral amygdala, S12, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591824: Lateral amygdala, S12, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927147;SAMN15104750;Lateral amygdala, S16, RNAseq;Lateral amygdala, S16, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591828: Lateral amygdala, S16, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927152;SAMN15104749;Lateral amygdala, S21, RNAseq;Lateral amygdala, S21, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591833: Lateral amygdala, S21, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927156;SAMN15104792;Lateral amygdala, S25, RNAseq;Lateral amygdala, S25, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591837: Lateral amygdala, S25, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927158;SAMN15104790;Lateral amygdala, S27, RNAseq;Lateral amygdala, S27, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591839: Lateral amygdala, S27, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927159;SAMN15104735;Lateral amygdala, S28, RNAseq;Lateral amygdala, S28, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591840: Lateral amygdala, S28, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927160;SAMN15104734;Lateral amygdala, S29, RNAseq;Lateral amygdala, S29, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591841: Lateral amygdala, S29, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927164;SAMN15104730;Lateral amygdala, S33, RNAseq;Lateral amygdala, S33, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591845: Lateral amygdala, S33, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927132;SAMN15104811;Lateral amygdala, S1, RNAseq;Lateral amygdala, S1, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591813: Lateral amygdala, S1, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927135;SAMN15104808;Lateral amygdala, S4, RNAseq;Lateral amygdala, S4, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591816: Lateral amygdala, S4, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927137;SAMN15104806;Lateral amygdala, S6, RNAseq;Lateral amygdala, S6, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591818: Lateral amygdala, S6, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927148;SAMN15104797;Lateral amygdala, S17, RNAseq;Lateral amygdala, S17, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591829: Lateral amygdala, S17, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927149;SAMN15104796;Lateral amygdala, S18, RNAseq;Lateral amygdala, S18, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591830: Lateral amygdala, S18, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927151;SAMN15104839;Lateral amygdala, S20, RNAseq;Lateral amygdala, S20, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591832: Lateral amygdala, S20, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927153;SAMN15104795;Lateral amygdala, S22, RNAseq;Lateral amygdala, S22, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591834: Lateral amygdala, S22, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927154;SAMN15104794;Lateral amygdala, S23, RNAseq;Lateral amygdala, S23, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591835: Lateral amygdala, S23, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927157;SAMN15104791;Lateral amygdala, S26, RNAseq;Lateral amygdala, S26, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591838: Lateral amygdala, S26, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927161;SAMN15104733;Lateral amygdala, S30, RNAseq;Lateral amygdala, S30, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591842: Lateral amygdala, S30, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927166;SAMN15104728;Lateral amygdala, S35, RNAseq;Lateral amygdala, S35, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591847: Lateral amygdala, S35, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927168;SAMN15104726;Lateral amygdala, S37, RNAseq;Lateral amygdala, S37, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591849: Lateral amygdala, S37, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927169;SAMN15104771;Lateral amygdala, S38, RNAseq;Lateral amygdala, S38, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591850: Lateral amygdala, S38, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927133;SAMN15104810;Lateral amygdala, S2, RNAseq;Lateral amygdala, S2, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591814: Lateral amygdala, S2, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927138;SAMN15104805;Lateral amygdala, S7, RNAseq;Lateral amygdala, S7, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591819: Lateral amygdala, S7, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927140;SAMN15104803;Lateral amygdala, S9, RNAseq;Lateral amygdala, S9, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591821: Lateral amygdala, S9, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927141;SAMN15104802;Lateral amygdala, S10, RNAseq;Lateral amygdala, S10, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591822: Lateral amygdala, S10, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
PRJNA637378;23/09/2020;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;Non-CG methylation and multiple epigenetic layers associate child abuse with immune and small GTPase dysregulation;SRR11927142;SAMN15104801;Lateral amygdala, S11, RNAseq;Lateral amygdala, S11, RNAseq;;cDNA;TRANSCRIPTOMIC;RNA-Seq;TrueSeq Stranded Total RNA Sample Preparation + Ribo-Zero Gold kits (Illumina);PAIRED;;ILLUMINA;;;;;Lateral Amygdala (human brain tissue);;;;;Illumina HiSeq 2000 sequencing: GSM4591823: Lateral amygdala, S11, RNAseq Homo sapiens RNA-Seq;;;Brain - Amygdala;;
